"","taxa_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","PC1"
"3161","d89f9d122680c018c546ea33a136bf28","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA,-0.0191314860528308
"3277","e0e2e3e83ca5014389d306c664a7dddb","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter",NA,-0.0191025883927931
"2708","b7ffa63bb4038dade40d2e1958ed863c","Bacteria","Cyanobacteria","Melainabacteria","Gastranaerophilales","Clostridium sp. CAG:306","Clostridium sp. CAG:306","Clostridium sp. CAG:306",-0.0190882901004774
"913","3e68a156e37a89b9ab252feee55778fe","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea",NA,-0.0190589270410208
"2735","b99b3b06e596f9d624e44ed7fc328cb6","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",NA,-0.0190143297559092
"1780","7a635e99d257312d5356f2bf77db8e18","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,-0.018928618086393
"3000","cc7d209e68f207f30c54990dd71368a2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,-0.0188494858007465
"1067","49da03bdd9ab7bf1f58d71b987c43898","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium",NA,-0.0187084540517044
"1918","8459732d54aa6319aa27f88e196772c9","Bacteria","Tenericutes","Mollicutes","Anaeroplasmatales","Anaeroplasmataceae","Anaeroplasma",NA,-0.0186804469677535
"893","3d497c1b78f9fcd04db2caf488183730","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,-0.0186270199063149
"1959","878bad687957ca3b3e1591dc6ba6c36f","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Helicobacteraceae","Helicobacter",NA,-0.0185732585066933
"865","3b63019f8520b58f14b38757c70f26dc","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA,-0.0185620760830099
"2064","8df77ffe7d6c5a100948857113ab3501","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter",NA,-0.0185449855713827
"2079","8ece5f6ba5792c02adde59803082824b","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dielma",NA,-0.0184110354973178
"1967","87eeee3e375e75afec265214ea9eaad1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Dielma",NA,-0.0183610817436612
"885","3c999ad9459a0a2975c5ca29a06d8d60","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0183113938490005
"3560","f1936420b54944e7df607a4815524563","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.0182929071916595
"2381","a28efc25e0654433769efe021e6ba4fe","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,-0.0182481319723786
"1336","5eaa478808e87df8f2e5ec987b775007","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA,-0.0182195609379987
"1294","5b805e94fb0327b93bf48dc6fe03a0fe","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] hallii group",NA,-0.0181906952242066
"1131","4df3a8ace139e37e5c88210467da6e4f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Muribaculaceae",NA,NA,-0.0181251352886609
"1784","7b11daf5d9d939de44fece8548115c4a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Murimonas",NA,-0.0181185668461693
"1223","5541eb8658f5a923a593cc71f95971c4","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.0180160039087218
"2832","c12b2a5fc156b117ec88825e7cea9f5a","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0179672469353617
"27","01aa103fb059115ea66e529913dcf175","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella 3",NA,-0.0178604864328973
"2712","b81ed3eba4228be0dda2d5ce95d9fc93","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Eisenbergiella",NA,-0.0177704671684862
"528","232947b560d1338339003fdea9d12046","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] fissicatena group",NA,-0.0177606491101535
"1583","6e2242e9e9bd825742772374e0d083eb","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0176280907249286
"749","32fa1e9dfd85f3c7fe5765158d07a1fd","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0175656914282263
"637","2afd879467be89f0a46bd27b5b77a613","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-008",NA,-0.0175428131396199
"1777","7a222626e2c35a2584ba877180a022ab","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-0.017518217539167
"993","43e84ae392dfea905340d2a9a547e7e2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-002",NA,-0.0173571500076339
"3635","f70af5c9c3ea049b6172da05b25992dc","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0173008057140348
"2332","9f4b4c4a1b19c927211aa34786b627da","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,-0.0171500728671984
"869","3b96303afc69e1f7f0af5ced1aeba3d5","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA,-0.0169873965848065
"2617","b1f1265d291f05102c9ac0dc9c79b4a1","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0168457053493511
"1689","751556bb0f7287262bee7ede759a6ad7","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","Family XIII AD3011 group",NA,-0.0168402472375096
"1088","4b60de3758011e61a1e39201250244aa","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0168372516581149
"1612","7032c42335009f70af95125d9bdf07a3","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] eligens group",NA,-0.0168356439842055
"2637","b3285aa403aacd859355ab6371a870ab","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Harryflintia",NA,-0.0168090182917442
"586","272bd3f949f5ecde3a046575df7740e8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0168013419504569
"2788","bd6aee239bd8bddca7370bdf41c87b02","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes",NA,-0.0167692196449336
"1342","5f1cd6942fa6c75a2e8200b7b23ad6b6","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.0167113010851985
"2043","8ccdeebcd97f562c3ae737b49c949dd5","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] gnavus group",NA,-0.0165798463680454
"350","176a78454458e2c2fb2e70b2da219790","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0165051623036821
"2939","c88db318cdeaa221056d7cc4c752259c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter",NA,-0.0163636536063293
"2715","b84b3e383ac799b723fc18d840b0679d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",NA,-0.0163547421257522
"1164","50df03571ad7f3ebcd893b01097fb0ed","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercorirosoris",-0.0163387348474527
"1811","7c625909297b1c2c9c5cee1f8a6d5743","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella",NA,-0.016321599273122
"1349","5fb5006ba754abae377e793924242f3c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0163039278295009
"3538","f05c8926e6cc086a55ebe9957eae4fa8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.0162683949783759
"3686","fa601de2b72eb5de2d4c81f49581cfc5","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0161993131314174
"436","1cb45cd249c4ff322854733d1bf19e5d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0161547819291342
"625","2a6a83bbc0bb8512fdc4748f20abcd46","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0161502508177248
"512","22346cee709f62600d24411a70cf5cf4","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Candidatus Soleaferrea",NA,-0.016129529554487
"3247","df122bb55d85e42f058eec294b1f1a47","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] ventriosum group",NA,-0.016105197993447
"2101","902ed75ff8227a51ee08b5ed8e10adc9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Oxalobacter",NA,-0.016044103931599
"2270","9babbf87584067886202f1768585c131","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-0.0160438480300803
"2850","c2c86d2012ac51afe6c26bf0393f8f8e","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","GCA-900066755",NA,-0.0160410140008718
"891","3d2774cf17cb245080d03f3e9ad1c514","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0160197955923246
"845","39b18084274a40a19b110fc95a609b5b","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.0159974310120313
"2298","9d10499c6ead5db5876bf550494a40cd","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Parasutterella",NA,-0.0159781410012413
"2483","a9bc817cb67f723bd4fe42ef94594092","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus 1",NA,-0.0159369549051883
"1741","783e284ac7e761b2b1ec64ba479e5a36","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0159172573082093
"1890","8200afed677a609eaee27c8e5e1ac953","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus",NA,-0.015910725173162
"3230","de119c404e99338ebfed419e222dded9","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-004",NA,-0.015909814258748
"1347","5f8c264b53cd443422ec9dc6cfa07b3e","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae 1","Clostridium sensu stricto 1",NA,-0.0158762359661521
"515","226e0eb4e04fb65c43883a821e73227c","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","DTU089",NA,-0.0158453387485934
"1913","841a2753afb498e573b2d9761ae0679a","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus",NA,-0.0158225078574317
"2449","a7c706c61d31d5264a9247e4e1faabeb","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium",NA,-0.0157130625106533
"3215","dd041d2c9c6106cf821ea82f798fb770","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.015680391307589
"1965","87c88fe1fdd2836588b9512ff0b65636","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.0156585563543202
"3694","fa9ca4b0e3aeadde0bc05255461394f6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella",NA,-0.0156496156297111
"2029","8bc69313d002359b03856e91e6d287e3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,-0.0155231529699656
"1232","569dde1541434e51fe8f9252f942c17b","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0155200737594841
"884","3c83a1e576dc317bafb1b50630ea9d05","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 9",NA,-0.0154894985204038
"1645","727763b7727836115cb7c4b0bf439261","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0154286228849181
"1323","5dd8da037d7d8628e3b5e7708bcff3e2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.0154277027517358
"3095","d3306e74934f4f0bbd480d366e13f010","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.0154218278245468
"138","093ae6b752daf4a6956058757aa49a7f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Caproiciproducens",NA,-0.0154019145137687
"1431","64c7bcf82318798a526e536e1fcf19ed","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0153048064051401
"403","1ad29902de7d0d23eb3f3acedba69f61","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0152841592196763
"2554","ae4caa6384f1a62dd4721a6915c32c86","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA,-0.0152220755056198
"1934","857d81205e98091a7475a03f46b51d24","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerosporobacter",NA,-0.0151690030977471
"1589","6e5a05e3c914a99746e4c93b6877658a","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] gauvreauii group",NA,-0.0151011917669944
"907","3debcacb8fa3dac98f04f7f92181c5e1","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.0150878964086362
"3287","e1dcbe865f87d2359c3a5d1fdce0f679","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-001",NA,-0.0150574444698404
"1352","5fe4f9b2be51d6fac4969f92c36a12e3","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Ruminococcus] gnavus group",NA,-0.0150101255385993
"1324","5deeb0a51b6e0835a488f21eae977d73","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Fusicatenibacter",NA,-0.014993233842456
"2768","bc6d3cd97241d9dee8be48d50ef89987","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002",NA,-0.014959364990989
"379","193cbba858505a9fb48edc903c305880","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales vadinBB60 group",NA,NA,-0.0149501663949218
"2628","b282dac1b13d0407da5b383cf9ce5b34","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-014",NA,-0.0149446981714929
"2507","ab2e0c5052ba7d9eef7c0b0dcf5d9ccd","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0148972098213458
"553","2501fb3be6a9c895bff899cb2425cc49","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia",NA,-0.0148877352273186
"2316","9e0bd30fc2297478a43a5f170a2cba6f","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillibacter","Oscillibacter sp. PC13",-0.0148718545822114
"734","31fbc71b903e8b5ed1a0b2528745cc56","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.0148686232857335
"2036","8c47c2de1d82cfd39536be1f17e2c5b6","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0148620875876423
"1153","501739d61e17f988fb8be8be6cc23fec","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,-0.014859709819411
"2957","ca18e521cb34a8adce1364fd4170b7ca","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0148296197829723
"980","4336a4286d808a692986bb82ad2dbc5b","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium 5",NA,-0.0148127139540839
"1044","47f843505956f652d1132e9d76d3fe13","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-002",NA,-0.0148026824570498
"2186","95d4a87296db6d575d4380eb1ea59be2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,-0.0147914336781412
"3489","ed228dc5f9ac66db3bbebe25cf4b170d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae UCG-002",NA,-0.0147404893001546
"883","3c606a9afaf506daa998790b75a17ec1","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania",NA,-0.0146815239777317
"2725","b8ec9f7ce1d03801ee4b5dab4f2e2bc8","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA,-0.0146256840449346
"3612","f527fd88026928e9f0a879611762ff2d","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.0146113230132497
"1022","468e4752ff867a8644453171ded8c242","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-010",NA,-0.0145871530016482
"612","28e4448e708e002bbb416ad03d1d1858","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] eligens group",NA,-0.014560955072723
"564","25c0fc05cc4362bc09023f49a78807fd","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter",NA,-0.0145171742315465
"2969","ca85449d857b49ae90d77596c9361cbe","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,-0.0142917219619662
"1819","7d5d545281e29534ac6b41d9f6f337e2","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0142870436141501
"1625","71018b2bf949ae13856c0e28add26172","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae R-7 group",NA,-0.0142778385130273
"1330","5e5657bd8c9aec98fef3953c1ebec351","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-005",NA,-0.0142647839312157
"1698","75abfe1fa3ec98fe69bd65050f714c9d","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","[Eubacterium] xylanophilum group",NA,-0.0142269808924177
"3138","d6b8cb7b7133f65733045cc2fe5f7a32","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0141788679480549
"1436","6537ffb9aa9c4b6e1d6c8743b5c4e555","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0141507930882062
"809","376c8cee8b2d4045690a85b4860c4060","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas",NA,-0.0141357012861423
"1953","8739a7fbfab5b7267ff52dd3b480f38c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia",NA,-0.0141237495533102
"2948","c9994f531dbda32dd8eb022edf91583c","Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Rodentibacter",NA,-0.0141057403684682
"1861","7fdf5d5626c40789033caeb0b4d33446","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus","Anaerotruncus rubiinfantis",-0.0140943072417452
"2820","c041324251795e4619b6361842fab4a5","Bacteria","Firmicutes","Clostridia","Clostridiales","Family XIII","[Eubacterium] brachy group",NA,-0.0140874277175914
"3606","f4c545b3f047519235821818cddadaaa","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA,-0.0140812187609044
"2680","b5d2773668563588c245180b940f238c","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA,-0.0140357660612535
"84","05f747a667fd1614aeac0c865e1ca548","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae NK4A136 group",NA,-0.0139725934679218
"2218","97cecc2a1dd38495e24b435c65cc76d6","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae UCG-003",NA,-0.0139470475732461
